Recording,Event name,Unit number,Global Pre-event M,Global Pre-event SD,Event M,Event Z-Score,sig,Event windows
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,alone_rewarded_baseline,158,3.4,4.478062469222696,1.9,-0.33496629631885655,not sig,40
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,alone_rewarded_baseline,189,19.22826086956522,9.69861404360075,18.55,-0.06993379327355971,not sig,40
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,alone_rewarded_baseline,192,7.663043478260869,7.708658561915724,9.6,0.2512702445155083,not sig,40
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,alone_rewarded_baseline,199,47.80869565217391,20.572943672264184,55.1,0.3544123030704646,not sig,40
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,alone_rewarded_baseline,211,39.028260869565216,36.7938626914603,32.95,-0.1651976831172975,not sig,40
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,alone_rewarded_baseline,223,6.389130434782609,3.010613707540416,5.45,-0.31193986542692353,not sig,40
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,alone_rewarded_baseline,23,2.0847826086956522,3.9247524093221666,1.55,-0.13625894143677028,not sig,40
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,alone_rewarded_baseline,232,8.258695652173913,5.141099361664082,9.25,0.19281952712643544,not sig,40
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,alone_rewarded_baseline,33,22.797826086956523,18.107660991371855,19.1,-0.20421334863285234,not sig,40
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,alone_rewarded_baseline,51,5.315217391304348,5.442444599039166,4.35,-0.1773499709073294,not sig,40
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,alone_rewarded_baseline,65,2.4108695652173915,7.215223286215284,0.95,-0.2024704582612695,not sig,40
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,alone_rewarded_baseline,72,5.404347826086957,4.007273632530418,7.25,0.4605755291903026,not sig,40
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,alone_rewarded_baseline,73,15.341304347826087,7.900937646253203,15.55,0.0264140360951819,not sig,40
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,alone_rewarded_baseline,98,1.4804347826086957,1.6867926298693252,1.05,-0.2551794304686055,not sig,40
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,high_comp,104,0.9391304347826087,1.4598210522957593,0.3333333333333333,-0.41498038440847274,not sig,9
